time,company,approved,requests,approved_number,country
2014H1,facebook,0,2,0,Japan
2014H1,facebook,0,4,0,Kuwait
2014H1,facebook,0,1,0,Liechtenstein
2014H1,facebook,0.38,8,3,Lithuania
2014H1,facebook,0.25,4,1,Luxembourg
2014H1,facebook,0.4,10,4,Macedonia
2014H1,facebook,0.26,19,4,Malaysia
2014H1,facebook,0.62,85,52,Malta
2014H1,facebook,0.51,170,86,Mexico
2014H1,facebook,1,3,3,Moldova
2014H1,facebook,1,1,1,Monaco
2014H1,facebook,0,2,0,Montenegro
2014H1,facebook,0,2,0,Nepal
2014H1,facebook,0.56,41,22,Netherlands
2014H1,facebook,3,81,243,New Zealand
2014H1,facebook,0.4,25,10,Norway
2014H1,facebook,0,1,0,Oman
2014H1,facebook,0.35,116,40,Pakistan
2014H1,facebook,0,1,0,Palestine
2014H1,facebook,0,1,0,Paraguay
2014H1,facebook,0.17,12,2,Peru
2014H1,facebook,0.83,6,4,Philippines
2014H1,facebook,0.27,288,77,Poland
2014H1,facebook,0.4,354,141,Portugal
2014H1,facebook,0,2,0,Qatar
2014H1,facebook,0.5,16,8,Romania
2014H1,facebook,0,0,0,Russia
2014H1,facebook,0,0,0,Saudi Arabia
2014H1,facebook,0,1,0,Senegal
2014H1,facebook,0.76,129,98,Singapore
2014H1,facebook,0,2,0,South Africa
2014H1,facebook,0.23,13,2,South Korea
2014H1,facebook,0.37,514,190,Spain
2014H1,facebook,0,1,0,Sudan
2014H1,facebook,0.81,247,200,Sweden
2014H1,facebook,0.25,32,8,Switzerland
2014H1,facebook,0.57,252,143,Taiwan
2014H1,facebook,0,1,0,Thailand
2014H1,facebook,0.61,153,93,Turkey
2014H1,facebook,0,6,0,United Arab Emirates
2014H1,facebook,0.72,2110,1519,United Kingdom
2014H1,facebook,0.8,15433,12346,United States
2014H2,facebook,0,1,0,Afghanistan
2014H2,facebook,0.25,16,4,Albania
2014H2,facebook,0,1,0,Algeria
2014H2,facebook,0.33,3,0,Andorra
2014H2,facebook,0.49,482,236,Argentina
2014H2,facebook,0,1,0,Armenia
2014H2,facebook,0.69,829,572,Australia
2014H2,facebook,0.11,46,5,Austria
2014H2,facebook,0,3,0,Bahrain
2014H2,facebook,0,5,0,Bangladesh
2014H2,facebook,0.59,239,141,Belgium
2014H2,facebook,0.8,5,4,Bosnia
2014H2,facebook,0.34,1212,412,Brazil
2014H2,facebook,0.58,279,161,Canada
2014H2,facebook,0.61,288,175,Chile
2014H2,facebook,0.55,67,36,Colombia
2014H2,facebook,0,1,0,Costa Rica
2014H2,facebook,0.81,21,17,Croatia
2014H2,facebook,0.6,20,12,Cyprus
2014H2,facebook,0.55,22,12,Czech Republic
2014H2,facebook,0.35,31,10,Denmark
2014H2,facebook,0.41,22,9,Dominican Republic
2014H2,facebook,0,2,0,Ecuador
2014H2,facebook,0,5,0,Egypt
2014H2,facebook,0.67,6,4,Estonia
2014H2,facebook,0.72,18,12,Finland
2014H2,facebook,0.42,2094,879,France
2014H2,facebook,0.34,2132,724,Germany
2014H2,facebook,0.57,117,66,Greece
2014H2,facebook,1,1,1,Greenland
2014H2,facebook,0.41,39,15,Hong Kong
2014H2,facebook,0.34,128,43,Hungary
2014H2,facebook,0.45,5473,2462,India
2014H2,facebook,0.4,5,2,Indonesia
2014H2,facebook,0.71,34,24,Ireland
2014H2,facebook,0.47,232,109,Israel
2014H2,facebook,0.46,1774,816,Italy
2014H2,facebook,0.11,9,0,Japan
2014H2,facebook,0.33,3,0,Jordan
2014H2,facebook,0,2,0,Kazakhstan
2014H2,facebook,0,2,0,Kenya
2014H2,facebook,0,4,0,Kuwait
2014H2,facebook,0.5,2,1,Liechtenstein
2014H2,facebook,0.42,12,5,Lithuania
2014H2,facebook,1,1,1,Luxembourg
2014H2,facebook,0,1,0,Macau
2014H2,facebook,0.2,5,1,Macedonia
2014H2,facebook,0.24,17,4,Malaysia
2014H2,facebook,0.67,3,2,Maldives
2014H2,facebook,0.71,93,66,Malta
2014H2,facebook,0.62,260,161,Mexico
2014H2,facebook,0.25,4,1,Moldova
2014H2,facebook,0.25,4,1,Montenegro
2014H2,facebook,0,0,0,Myanmar
2014H2,facebook,0,2,0,Nepal
2014H2,facebook,0.64,76,48,Netherlands
2014H2,facebook,0.63,139,87,New Zealand
2014H2,facebook,0.48,21,10,Norway
2014H2,facebook,0.42,100,42,Pakistan
2014H2,facebook,0,2,0,Paraguay
2014H2,facebook,0.5,10,5,Peru
2014H2,facebook,0.86,7,6,Philippines
2014H2,facebook,0.3,305,91,Poland
2014H2,facebook,0.35,305,106,Portugal
2014H2,facebook,0.43,14,6,Romania
2014H2,facebook,0,2,0,Russia
2014H2,facebook,0,1,0,Senegal
2014H2,facebook,0.56,25,14,Serbia
2014H2,facebook,0.75,177,132,Singapore
2014H2,facebook,0.2,5,1,Slovakia
2014H2,facebook,0.33,3,0,Slovenia
2014H2,facebook,0.5,2,1,South Africa
2014H2,facebook,0.43,14,6,South Korea
2014H2,facebook,0.37,500,185,Spain
2014H2,facebook,0,2,0,Sudan
2014H2,facebook,0.76,213,161,Sweden
2014H2,facebook,0.1,39,3,Switzerland
2014H2,facebook,0.56,204,114,Taiwan
2014H2,facebook,0,3,0,Thailand
2014H2,facebook,0,2,0,Tunisia
2014H2,facebook,0.71,165,117,Turkey
2014H2,facebook,0,1,0,Ukraine
2014H2,facebook,0,2,0,United Arab Emirates
2014H2,facebook,0.75,2366,1774,United Kingdom
2014H2,facebook,0.79,14274,11276,United States
2014H2,facebook,0,2,0,Uruguay
2015H1,facebook,0.88,8,7,Albania
2015H1,facebook,0,2,0,Andorra
2015H1,facebook,0.46,568,261,Argentina
2015H1,facebook,0.8,5,4,Armenia
2015H1,facebook,0.65,693,450,Australia
2015H1,facebook,0.36,58,20,Austria
2015H1,facebook,0,3,0,Bangladesh
2015H1,facebook,0.69,281,193,Belgium
2015H1,facebook,0.24,17,4,Bosnia
2015H1,facebook,0,2,0,Botswana
2015H1,facebook,0.4,1265,506,Brazil
2015H1,facebook,0.5,2,1,Brunei
2015H1,facebook,1,2,2,Bulgaria
2015H1,facebook,0,1,0,Cambodia
2015H1,facebook,0.79,410,323,Canada
2015H1,facebook,0.52,310,161,Chile
2015H1,facebook,0,0,0,China
2015H1,facebook,0.49,125,61,Colombia
2015H1,facebook,0,1,0,Costa Rica
2015H1,facebook,0.44,18,7,Croatia
2015H1,facebook,0.13,8,1,Cyprus
2015H1,facebook,0.74,34,25,Czech Republic
2015H1,facebook,0.39,49,19,Denmark
2015H1,facebook,0.54,80,43,Dominican Republic
2015H1,facebook,0.69,13,8,Ecuador
2015H1,facebook,0,2,0,Egypt
2015H1,facebook,0.57,14,7,Estonia
2015H1,facebook,0.81,16,12,Finland
2015H1,facebook,0.43,2520,1083,France
2015H1,facebook,0.36,2344,843,Germany
2015H1,facebook,0.66,162,106,Greece
2015H1,facebook,1,1,1,Guatemala
2015H1,facebook,0.46,71,32,Hong Kong
2015H1,facebook,0.36,185,66,Hungary
2015H1,facebook,1,1,1,Iceland
2015H1,facebook,0.45,5115,2301,India
2015H1,facebook,0.13,8,1,Indonesia
2015H1,facebook,1,1,1,Iraq
2015H1,facebook,0.6,20,12,Ireland
2015H1,facebook,0.63,174,109,Israel
2015H1,facebook,0.49,1816,889,Italy
2015H1,facebook,0.22,9,1,Japan
2015H1,facebook,0.14,7,0,Jordan
2015H1,facebook,0,2,0,Kazakhstan
2015H1,facebook,0.2,5,1,Kenya
2015H1,facebook,0.33,3,0,Kuwait
2015H1,facebook,0,2,0,Lebanon
2015H1,facebook,0.33,3,0,Liechtenstein
2015H1,facebook,0.5,34,17,Lithuania
2015H1,facebook,0.2,5,1,Luxembourg
2015H1,facebook,0.3,10,3,Macedonia
2015H1,facebook,0.75,4,3,Malaysia
2015H1,facebook,0,3,0,Maldives
2015H1,facebook,0.71,152,107,Malta
2015H1,facebook,0.61,313,190,Mexico
2015H1,facebook,0.2,5,1,Moldova
2015H1,facebook,0,1,0,Monaco
2015H1,facebook,0,3,0,Mongolia
2015H1,facebook,0.67,3,2,Montenegro
2015H1,facebook,0,1,0,Nauru
2015H1,facebook,0.66,113,74,Netherlands
2015H1,facebook,0.68,146,99,New Zealand
2015H1,facebook,0.62,26,16,Norway
2015H1,facebook,0.58,192,111,Pakistan
2015H1,facebook,0,1,0,Panama
2015H1,facebook,0.56,18,10,Peru
2015H1,facebook,0.8,5,4,Philippines
2015H1,facebook,0.34,492,167,Poland
2015H1,facebook,0.36,488,175,Portugal
2015H1,facebook,0,1,0,Qatar
2015H1,facebook,0.28,25,7,Romania
2015H1,facebook,0,1,0,Russia
2015H1,facebook,0,2,0,Senegal
2015H1,facebook,0.76,25,19,Serbia
2015H1,facebook,0.75,198,148,Singapore
2015H1,facebook,0,1,0,Slovenia
2015H1,facebook,0,3,0,South Africa
2015H1,facebook,0.28,25,7,South Korea
2015H1,facebook,0.41,619,253,Spain
2015H1,facebook,1,1,1,Sri Lanka
2015H1,facebook,0.88,238,209,Sweden
2015H1,facebook,0.45,38,17,Switzerland
2015H1,facebook,0.63,245,154,Taiwan
2015H1,facebook,0,2,0,Thailand
2015H1,facebook,1,1,1,Tunisia
2015H1,facebook,0.88,368,323,Turkey
2015H1,facebook,0,1,0,Uganda
2015H1,facebook,0.17,6,1,Ukraine
2015H1,facebook,0,2,0,United Arab Emirates
2015H1,facebook,0.78,3384,2639,United Kingdom
2015H1,facebook,0.8,17577,14061,United States
2015H2,facebook,0,1,0,Afghanistan
2015H2,facebook,0.8,5,4,Albania
2015H2,facebook,0.71,892,633,Argentina
2015H2,facebook,0.75,8,6,Armenia
2015H2,facebook,0.74,802,593,Australia
2015H2,facebook,0.33,54,17,Austria
2015H2,facebook,0,4,0,Azerbaijan
2015H2,facebook,0.17,12,2,Bangladesh
2015H2,facebook,0,1,0,Belarus
2015H2,facebook,0.77,290,223,Belgium
2015H2,facebook,0.4,5,2,Bosnia
2015H2,facebook,0.41,1655,678,Brazil
2015H2,facebook,0,1,0,Brunei
2015H2,facebook,0.8,427,341,Canada
2015H2,facebook,0.71,285,202,Chile
2015H2,facebook,0.58,142,82,Colombia
2015H2,facebook,0.91,11,10,Croatia
2015H2,facebook,0.1,10,1,Cyprus
2015H2,facebook,0.41,17,6,Czech Republic
2015H2,facebook,0.41,17,6,Denmark
2015H2,facebook,0.59,98,57,Dominican Republic
2015H2,facebook,0.73,33,24,Ecuador
2015H2,facebook,0.25,4,1,Egypt
2015H2,facebook,0.67,21,14,Estonia
2015H2,facebook,0.72,39,28,Finland
2015H2,facebook,0.54,2711,1463,France
2015H2,facebook,0.75,4,3,Georgia
2015H2,facebook,0.42,3140,1318,Germany
2015H2,facebook,0.72,186,133,Greece
2015H2,facebook,0.75,4,3,Guatemala
2015H2,facebook,0.62,113,70,Hong Kong
2015H2,facebook,0.42,178,74,Hungary
2015H2,facebook,0.5,2,1,Iceland
2015H2,facebook,0.51,5561,2836,India
2015H2,facebook,0,2,0,Indonesia
2015H2,facebook,0,1,0,Iraq
2015H2,facebook,0.7,56,39,Ireland
2015H2,facebook,0.6,294,176,Israel
2015H2,facebook,0.53,1525,808,Italy
2015H2,facebook,0.5,4,2,Japan
2015H2,facebook,0.15,20,3,Jordan
2015H2,facebook,0,3,0,Kazakhstan
2015H2,facebook,0,1,0,Kuwait
2015H2,facebook,0.71,7,4,Lebanon
2015H2,facebook,0.67,3,2,Liechtenstein
2015H2,facebook,0.42,33,13,Lithuania
2015H2,facebook,0.5,2,1,Luxembourg
2015H2,facebook,0.5,2,1,Macau
2015H2,facebook,0.74,19,14,Macedonia
2015H2,facebook,0.77,13,10,Malaysia
2015H2,facebook,0,1,0,Maldives
2015H2,facebook,0.72,151,108,Malta
2015H2,facebook,0.7,411,287,Mexico
2015H2,facebook,0,1,0,Moldova
2015H2,facebook,0.47,17,7,Montenegro
2015H2,facebook,0,0,0,Myanmar
2015H2,facebook,0,1,0,Nepal
2015H2,facebook,0.79,158,124,Netherlands
2015H2,facebook,0.59,167,98,New Zealand
2015H2,facebook,1,1,1,Nigeria
2015H2,facebook,0.48,29,13,Norway
2015H2,facebook,0.66,471,310,Pakistan
2015H2,facebook,0.61,28,17,Peru
2015H2,facebook,0,4,0,Philippines
2015H2,facebook,0.41,611,250,Poland
2015H2,facebook,0.3,545,163,Portugal
2015H2,facebook,0,1,0,Qatar
2015H2,facebook,0.09,11,0,Romania
2015H2,facebook,0,4,0,Russia
2015H2,facebook,0,1,0,Saint Vincent and the Grenadines
2015H2,facebook,0,1,0,Senegal
2015H2,facebook,0.65,43,27,Serbia
2015H2,facebook,0.76,214,162,Singapore
2015H2,facebook,0.2,5,1,Slovenia
2015H2,facebook,0,1,0,South Africa
2015H2,facebook,0.5,52,26,South Korea
2015H2,facebook,0.45,536,241,Spain
2015H2,facebook,0,5,0,Sudan
2015H2,facebook,0.87,260,226,Sweden
2015H2,facebook,0.32,41,13,Switzerland
2015H2,facebook,0.62,333,206,Taiwan
2015H2,facebook,0,1,0,Tanzania
2015H2,facebook,0,3,0,Thailand
2015H2,facebook,0,1,0,Bahamas
2015H2,facebook,0.84,443,372,Turkey
2015H2,facebook,0.44,9,3,Ukraine
2015H2,facebook,0.8,5,4,United Arab Emirates
2015H2,facebook,0.82,4190,3435,United Kingdom
2015H2,facebook,0.81,19235,15580,United States
2015H2,facebook,0,1,0,Vietnam
2016H1,facebook,0.82,22,18,Albania
2016H1,facebook,0,0,0,Algeria
2016H1,facebook,0.74,829,613,Argentina
2016H1,facebook,0.67,9,6,Armenia
2016H1,facebook,0.55,761,418,Australia
2016H1,facebook,0.38,29,11,Austria
2016H1,facebook,0,7,0,Azerbaijan
2016H1,facebook,0,0,0,Bahrain
2016H1,facebook,0.2,10,2,Bangladesh
2016H1,facebook,0.86,420,361,Belgium
2016H1,facebook,0,2,0,Belize
2016H1,facebook,0.5,2,1,Bolivia
2016H1,facebook,0.46,13,5,Bosnia
2016H1,facebook,0,0,0,Botswana
2016H1,facebook,0.51,1751,893,Brazil
2016H1,facebook,0,1,0,Brunei
2016H1,facebook,0.5,6,3,Bulgaria
2016H1,facebook,0.83,1004,833,Canada
2016H1,facebook,0.71,380,269,Chile
2016H1,facebook,0.57,214,121,Colombia
2016H1,facebook,0,3,0,Costa Rica
2016H1,facebook,0.94,47,44,Croatia
2016H1,facebook,0,10,0,Cyprus
2016H1,facebook,0.78,55,42,Czech Republic
2016H1,facebook,0.47,34,15,Denmark
2016H1,facebook,0.48,111,53,Dominican Republic
2016H1,facebook,0.59,46,27,Ecuador
2016H1,facebook,0,1,0,Egypt
2016H1,facebook,0,6,0,El Salvador
2016H1,facebook,0.63,24,15,Estonia
2016H1,facebook,0.79,38,30,Finland
2016H1,facebook,0.6,3763,2257,France
2016H1,facebook,0.53,30,15,Georgia
2016H1,facebook,0.48,3695,1773,Germany
2016H1,facebook,0,2,0,Ghana
2016H1,facebook,0.72,326,234,Greece
2016H1,facebook,0.88,26,22,Guatemala
2016H1,facebook,0,2,0,Honduras
2016H1,facebook,0.46,190,87,Hong Kong
2016H1,facebook,0.47,186,87,Hungary
2016H1,facebook,0.54,6324,3414,India
2016H1,facebook,0.33,21,6,Indonesia
2016H1,facebook,0,1,0,Iraq
2016H1,facebook,0.65,89,57,Ireland
2016H1,facebook,0.72,432,311,Israel
2016H1,facebook,0.56,1913,1071,Italy
2016H1,facebook,0,1,0,Ivory Coast
2016H1,facebook,0.55,11,6,Japan
2016H1,facebook,0.16,25,4,Jordan
2016H1,facebook,0,0,0,Kazakhstan
2016H1,facebook,0.44,9,3,Lebanon
2016H1,facebook,0.8,40,32,Lithuania
2016H1,facebook,1,2,2,Luxembourg
2016H1,facebook,0.81,21,17,Macau
2016H1,facebook,0.66,32,21,Macedonia
2016H1,facebook,0.68,19,12,Malaysia
2016H1,facebook,0,2,0,Maldives
2016H1,facebook,0.78,146,113,Malta
2016H1,facebook,0.76,562,427,Mexico
2016H1,facebook,0.33,6,1,Moldova
2016H1,facebook,0,1,0,Monaco
2016H1,facebook,0,0,0,Mongolia
2016H1,facebook,0.6,10,6,Montenegro
2016H1,facebook,0.62,13,8,Nepal
2016H1,facebook,0.87,450,391,Netherlands
2016H1,facebook,0.59,90,53,New Zealand
2016H1,facebook,0,0,0,Nicaragua
2016H1,facebook,0.5,6,3,Nigeria
2016H1,facebook,0.61,33,20,Norway
2016H1,facebook,0.65,719,467,Pakistan
2016H1,facebook,0.75,4,3,Panama
2016H1,facebook,0.75,24,18,Peru
2016H1,facebook,0.67,3,2,Philippines
2016H1,facebook,0.45,991,445,Poland
2016H1,facebook,0.49,785,384,Portugal
2016H1,facebook,0,1,0,Qatar
2016H1,facebook,0.48,25,12,Romania
2016H1,facebook,0,0,0,Russia
2016H1,facebook,0,1,0,Saudi Arabia
2016H1,facebook,0.79,52,41,Serbia
2016H1,facebook,0.5,233,116,Singapore
2016H1,facebook,0.67,24,16,Slovakia
2016H1,facebook,0.64,14,8,Slovenia
2016H1,facebook,0,1,0,South Africa
2016H1,facebook,0.47,68,31,South Korea
2016H1,facebook,0.52,811,421,Spain
2016H1,facebook,0,0,0,Sri Lanka
2016H1,facebook,0,5,0,Sudan
2016H1,facebook,0.88,303,266,Sweden
2016H1,facebook,0.53,40,21,Switzerland
2016H1,facebook,0.39,480,187,Taiwan
2016H1,facebook,0,1,0,Thailand
2016H1,facebook,0,1,0,Bahamas
2016H1,facebook,0,1,0,Tunisia
2016H1,facebook,0.81,993,804,Turkey
2016H1,facebook,0,0,0,Uganda
2016H1,facebook,0.25,12,3,United Arab Emirates
2016H1,facebook,0.87,5469,4758,United Kingdom
2016H1,facebook,0.81,23854,19321,United States
2016H1,facebook,0,0,0,Uruguay
2016H1,facebook,0,0,0,Vietnam
2016H2,facebook,0.71,14,9,Albania
2016H2,facebook,0,1,0,Andorra
2016H2,facebook,0.75,995,746,Argentina
2016H2,facebook,0.86,7,6,Armenia
2016H2,facebook,0.64,657,420,Australia
2016H2,facebook,0.4,47,18,Austria
2016H2,facebook,0,3,0,Azerbaijan
2016H2,facebook,0,1,0,Bahrain
2016H2,facebook,0.24,49,11,Bangladesh
2016H2,facebook,0.85,399,339,Belgium
2016H2,facebook,0,1,0,Belize
2016H2,facebook,1,1,1,Bhutan
2016H2,facebook,0,1,0,Bolivia
2016H2,facebook,0.75,4,3,Bosnia
2016H2,facebook,0,1,0,Botswana
2016H2,facebook,0.53,1819,964,Brazil
2016H2,facebook,0,2,0,Brunei
2016H2,facebook,0.64,14,8,Bulgaria
2016H2,facebook,0,0,0,Burkina Faso
2016H2,facebook,0,1,0,Cameroon
2016H2,facebook,0.84,773,649,Canada
2016H2,facebook,0.78,380,296,Chile
2016H2,facebook,0.6,205,123,Colombia
2016H2,facebook,0.4,5,2,Costa Rica
2016H2,facebook,0.95,66,62,Croatia
2016H2,facebook,0.36,11,3,Cyprus
2016H2,facebook,0.77,61,46,Czech Republic
2016H2,facebook,0,0,0,Democratic Republic of the Congo
2016H2,facebook,0.45,29,13,Denmark
2016H2,facebook,0.57,69,39,Dominican Republic
2016H2,facebook,0.67,3,2,Ecuador
2016H2,facebook,0.33,3,0,El Salvador
2016H2,facebook,0.82,17,13,Estonia
2016H2,facebook,0,0,0,Ethiopia
2016H2,facebook,0,0,0,Micronesia (Federated States of)
2016H2,facebook,0.82,34,27,Finland
2016H2,facebook,0.68,4478,3045,France
2016H2,facebook,0,0,0,Gabon
2016H2,facebook,0.87,15,13,Georgia
2016H2,facebook,0.54,4422,2387,Germany
2016H2,facebook,0,3,0,Ghana
2016H2,facebook,0.67,275,184,Greece
2016H2,facebook,0.5,34,17,Guatemala
2016H2,facebook,0.58,131,75,Hong Kong
2016H2,facebook,0.53,172,91,Hungary
2016H2,facebook,0,1,0,Iceland
2016H2,facebook,0.52,7289,3790,India
2016H2,facebook,0,9,0,Indonesia
2016H2,facebook,0.8,79,63,Ireland
2016H2,facebook,0.78,278,216,Israel
2016H2,facebook,0.6,1876,1125,Italy
2016H2,facebook,0,1,0,Ivory Coast
2016H2,facebook,0.25,4,1,Japan
2016H2,facebook,0.31,55,17,Jordan
2016H2,facebook,0,0,0,Kazakhstan
2016H2,facebook,0,1,0,Kenya
2016H2,facebook,0,3,0,Kuwait
2016H2,facebook,0,0,0,Latvia
2016H2,facebook,0.67,3,2,Lebanon
2016H2,facebook,0.85,39,33,Lithuania
2016H2,facebook,0,0,0,Luxembourg
2016H2,facebook,1,5,5,Macau
2016H2,facebook,0.64,36,23,Macedonia
2016H2,facebook,0,1,0,Madagascar
2016H2,facebook,0.59,22,12,Malaysia
2016H2,facebook,0.65,17,11,Maldives
2016H2,facebook,0,0,0,Mali
2016H2,facebook,0.73,173,126,Malta
2016H2,facebook,0.73,600,438,Mexico
2016H2,facebook,0,1,0,Moldova
2016H2,facebook,0,1,0,Monaco
2016H2,facebook,0.88,8,7,Montenegro
2016H2,facebook,1,1,1,Mozambique
2016H2,facebook,0,1,0,Myanmar
2016H2,facebook,0.33,9,2,Nepal
2016H2,facebook,0.93,630,585,Netherlands
2016H2,facebook,0.57,84,47,New Zealand
2016H2,facebook,1,1,1,Niger
2016H2,facebook,0.67,3,2,Nigeria
2016H2,facebook,0.57,21,11,Norway
2016H2,facebook,0.68,1002,681,Pakistan
2016H2,facebook,0,1,0,Palestine
2016H2,facebook,0.14,7,0,Panama
2016H2,facebook,0.14,7,0,Paraguay
2016H2,facebook,0.52,33,17,Peru
2016H2,facebook,0.29,7,2,Philippines
2016H2,facebook,0.49,1060,519,Poland
2016H2,facebook,0.53,738,391,Portugal
2016H2,facebook,0,1,0,Qatar
2016H2,facebook,0.59,29,17,Romania
2016H2,facebook,0,4,0,Russia
2016H2,facebook,0,0,0,Saint Vincent and the Grenadines
2016H2,facebook,0,1,0,Saudi Arabia
2016H2,facebook,0,3,0,Senegal
2016H2,facebook,0.77,73,56,Serbia
2016H2,facebook,0.51,185,94,Singapore
2016H2,facebook,0.83,18,14,Slovakia
2016H2,facebook,0.69,13,8,Slovenia
2016H2,facebook,0.5,6,3,South Africa
2016H2,facebook,0.52,94,48,South Korea
2016H2,facebook,0.55,833,458,Spain
2016H2,facebook,0.33,3,0,Sri Lanka
2016H2,facebook,0,0,0,St. Lucia
2016H2,facebook,0,7,0,Sudan
2016H2,facebook,0.89,312,277,Sweden
2016H2,facebook,0.23,48,11,Switzerland
2016H2,facebook,0,0,0,Syria
2016H2,facebook,0.5,483,241,Taiwan
2016H2,facebook,0,6,0,Thailand
2016H2,facebook,0,0,0,Gambia
2016H2,facebook,0,0,0,Trinidad and Tobago
2016H2,facebook,0.49,459,224,Turkey
2016H2,facebook,0,1,0,Uganda
2016H2,facebook,1,6,6,Ukraine
2016H2,facebook,0.33,3,0,United Arab Emirates
2016H2,facebook,0.89,6366,5665,United Kingdom
2016H2,facebook,0.83,26014,21591,United States
2016H2,facebook,0,0,0,Uzbekistan
2016H2,facebook,0,1,0,Vatican City
2016H2,facebook,0,0,0,Yemen
2016H2,facebook,0,0,0,Zimbabwe
2012H1,twitter,0.33,3,0,Australia
2012H1,twitter,0,1,0,Austria
2012H1,twitter,0,5,0,Brazil
2012H1,twitter,0,1,0,Bulgaria
2012H1,twitter,0.18,11,1,Canada
2012H1,twitter,0,6,0,France
2012H1,twitter,0,1,0,Germany
2012H1,twitter,0.33,3,0,Greece
2012H1,twitter,0,1,0,India
2012H1,twitter,0,1,0,Indonesia
2012H1,twitter,0,4,0,Italy
2012H1,twitter,0.2,98,19,Japan
2012H1,twitter,0,5,0,Mexico
2012H1,twitter,0.5,4,2,Netherlands
2012H1,twitter,0,1,0,Peru
2012H1,twitter,0,2,0,Portugal
2012H1,twitter,0,1,0,South Korea
2012H1,twitter,0,8,0,Spain
2012H1,twitter,0,1,0,Sweden
2012H1,twitter,0,1,0,Switzerland
2012H1,twitter,0,1,0,Turkey
2012H1,twitter,0.18,11,1,United Kingdom
2012H1,twitter,0.75,679,509,United States
2012H2,twitter,0,2,0,Argentina
2012H2,twitter,0.2,5,1,Australia
2012H2,twitter,0,0,0,Austria
2012H2,twitter,0,0,0,Belgium
2012H2,twitter,0.12,34,4,Brazil
2012H2,twitter,0,0,0,Bulgaria
2012H2,twitter,0.07,15,1,Canada
2012H2,twitter,0,1,0,Denmark
2012H2,twitter,0,12,0,France
2012H2,twitter,0,5,0,Germany
2012H2,twitter,0,8,0,Greece
2012H2,twitter,0,5,0,India
2012H2,twitter,0,1,0,Indonesia
2012H2,twitter,0,2,0,Ireland
2012H2,twitter,0,1,0,Israel
2012H2,twitter,0,3,0,Italy
2012H2,twitter,0.05,62,3,Japan
2012H2,twitter,0,1,0,Mexico
2012H2,twitter,0.33,3,0,Netherlands
2012H2,twitter,0,0,0,Peru
2012H2,twitter,0,0,0,Portugal
2012H2,twitter,0,1,0,Qatar
2012H2,twitter,0,0,0,South Korea
2012H2,twitter,0,1,0,South Sudan
2012H2,twitter,0,5,0,Spain
2012H2,twitter,0,0,0,Sweden
2012H2,twitter,0,1,0,Switzerland
2012H2,twitter,0,1,0,Turkey
2012H2,twitter,0.04,25,1,United Kingdom
2012H2,twitter,0.69,815,562,United States
2013H1,twitter,0,2,0,Argentina
2013H1,twitter,0.25,8,2,Australia
2013H1,twitter,0,0,0,Austria
2013H1,twitter,0,0,0,Belgium
2013H1,twitter,0.32,22,7,Brazil
2013H1,twitter,0,0,0,Bulgaria
2013H1,twitter,0.17,12,2,Canada
2013H1,twitter,0,0,0,Denmark
2013H1,twitter,1,3,3,Ecuador
2013H1,twitter,0.11,18,1,France
2013H1,twitter,0.17,6,1,Germany
2013H1,twitter,0,8,0,Greece
2013H1,twitter,0,5,0,India
2013H1,twitter,0,0,0,Indonesia
2013H1,twitter,1,1,1,Ireland
2013H1,twitter,0,0,0,Israel
2013H1,twitter,0,22,0,Italy
2013H1,twitter,0.16,87,13,Japan
2013H1,twitter,0,1,0,Kuwait
2013H1,twitter,0,11,0,Mexico
2013H1,twitter,0.33,3,0,Netherlands
2013H1,twitter,0,0,0,Peru
2013H1,twitter,0,1,0,Philippines
2013H1,twitter,0,0,0,Portugal
2013H1,twitter,0,0,0,Qatar
2013H1,twitter,0,1,0,Saudi Arabia
2013H1,twitter,0,1,0,Singapore
2013H1,twitter,0,1,0,South Korea
2013H1,twitter,0,0,0,South Sudan
2013H1,twitter,0,13,0,Spain
2013H1,twitter,0,0,0,Sweden
2013H1,twitter,0,1,0,Switzerland
2013H1,twitter,0,1,0,Turkey
2013H1,twitter,0.15,26,3,United Kingdom
2013H1,twitter,0.67,902,604,United States
2013H1,twitter,0,1,0,Venezuela
2013H2,twitter,0,1,0,Argentina
2013H2,twitter,0.2,5,1,Australia
2013H2,twitter,0,0,0,Austria
2013H2,twitter,0.5,2,1,Belgium
2013H2,twitter,0.3,20,6,Brazil
2013H2,twitter,0,0,0,Bulgaria
2013H2,twitter,0.56,18,10,Canada
2013H2,twitter,0,4,0,Colombia
2013H2,twitter,0,0,0,Denmark
2013H2,twitter,0,0,0,Ecuador
2013H2,twitter,0.23,57,13,France
2013H2,twitter,0.33,3,0,Germany
2013H2,twitter,0.11,9,0,Greece
2013H2,twitter,0,1,0,Hong Kong
2013H2,twitter,0.32,19,6,India
2013H2,twitter,0,1,0,Indonesia
2013H2,twitter,0,0,0,Ireland
2013H2,twitter,0,0,0,Israel
2013H2,twitter,0,19,0,Italy
2013H2,twitter,0.23,213,48,Japan
2013H2,twitter,0,1,0,Kuwait
2013H2,twitter,0.67,3,2,Lebanon
2013H2,twitter,0,1,0,Malaysia
2013H2,twitter,0,1,0,Maldives
2013H2,twitter,0,1,0,Mexico
2013H2,twitter,0.56,9,5,Netherlands
2013H2,twitter,0,1,0,New Zealand
2013H2,twitter,1,1,1,Norway
